,Unnamed: 0,指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記,Unnamed: 6,日期,年
54504,58306,臺灣高股息指數,"5,938.30",+,40.54,0.69,,,20180103,2018
54505,58307,臺灣就業99指數,"6,396.39",+,48.05,0.76,,,20180103,2018
54506,58308,臺灣高薪100指數,"5,971.02",+,53.24,0.90,,,20180103,2018
54507,58309,臺灣低波動高股息指數,"1,548.10",+,7.88,0.51,,,20180103,2018
54508,58310,未含金融保險股指數,"9,170.96",+,76.10,0.84,,,20180103,2018
54509,58311,未含電子股指數,"14,618.53",+,80.55,0.55,,,20180103,2018
54510,58312,未含金融電子股指數,"12,520.22",+,50.46,0.40,,,20180103,2018
54511,58313,小型股300指數,"6,488.81",+,30.76,0.48,,,20180103,2018
54512,58314,水泥窯製類指數,490.09,+,4.92,1.01,,,20180103,2018
54513,58315,塑膠化工類指數,918.00,+,4.29,0.47,,,20180103,2018
54514,58316,機電類指數,"2,536.88",+,26.19,1.04,,,20180103,2018
54515,58317,水泥類指數,119.92,+,1.62,1.37,,,20180103,2018
54516,58318,食品類指數,"1,658.85",+,8.81,0.53,,,20180103,2018
54517,58319,塑膠類指數,286.44,+,1.63,0.57,,,20180103,2018
54518,58320,紡織纖維類指數,490.87,-,0.81,-0.16,,,20180103,2018
54519,58321,電機機械類指數,196.36,+,0.44,0.22,,,20180103,2018
54520,58322,電器電纜類指數,52.09,-,0.58,-1.10,,,20180103,2018
54521,58323,化學生技醫療類指數,101.70,+,0.26,0.26,,,20180103,2018
54522,58324,化學類指數,109.54,+,0.64,0.59,,,20180103,2018
54523,58325,生技醫療類指數,64.84,-,0.13,-0.20,,,20180103,2018
54524,58326,玻璃陶瓷類指數,55.82,-,0.19,-0.34,,,20180103,2018
54525,58327,造紙類指數,263.03,-,1.99,-0.75,,,20180103,2018
54526,58328,鋼鐵類指數,105.16,+,0.57,0.54,,,20180103,2018
54527,58329,橡膠類指數,291.88,+,0.55,0.19,,,20180103,2018
54528,58330,汽車類指數,257.57,+,0.50,0.19,,,20180103,2018
54529,58331,電子類指數,450.21,+,4.85,1.09,,,20180103,2018
54530,58332,半導體類指數,168.03,+,3.22,1.95,,,20180103,2018
54531,58333,電腦及週邊設備類指數,100.99,+,0.76,0.76,,,20180103,2018
54532,58334,光電類指數,42.45,-,0.28,-0.66,,,20180103,2018
54533,58335,通信網路類指數,127.35,+,0.96,0.76,,,20180103,2018
54534,58336,電子零組件類指數,98.11,+,1.02,1.05,,,20180103,2018
54535,58337,電子通路類指數,121.88,+,1.21,1.00,,,20180103,2018
54536,58338,資訊服務類指數,88.42,-,0.07,-0.08,,,20180103,2018
54537,58339,其他電子類指數,101.14,-,0.47,-0.46,,,20180103,2018
54538,58340,建材營造類指數,261.90,+,0.25,0.10,,,20180103,2018
54539,58341,航運類指數,69.47,-,0.25,-0.36,,,20180103,2018
54540,58342,觀光類指數,132.03,-,2.92,-2.16,,,20180103,2018
54541,58343,金融保險類指數,"1,207.52",+,11.07,0.93,,,20180103,2018
54542,58344,貿易百貨類指數,237.13,-,1.10,-0.46,,,20180103,2018
54543,58345,油電燃氣類指數,148.33,+,3.00,2.06,,,20180103,2018
54544,58346,其他類指數,253.97,+,0.17,0.07,,,20180103,2018
54545,58347,臺指日報酬兩倍指數,"16,904.63",+,281.96,1.70,,,20180103,2018
54546,58348,臺指日報酬反向一倍指數,"7,328.08",-,62.68,-0.85,,,20180103,2018
54547,58349,電子類兩倍槓桿指數,"13,713.41",+,292.31,2.18,,,20180103,2018
54548,58350,電子類反向指數,"7,840.55",-,86.32,-1.09,,,20180103,2018
54549,58351,價格指數(跨市場),,,,,,,20180103,2018
54550,58353,臺灣生技指數,"5,114.18",-,25.88,-0.50,,,20180103,2018
54551,58354,價格指數(臺灣指數公司),,,,,,,20180103,2018
54552,58356,臺灣永續指數,"5,240.18",+,47.94,0.92,,,20180103,2018
54553,58357,漲升股利150指數,"6,051.29",+,48.95,0.82,,,20180103,2018
54554,58358,漲升股利100指數,"6,002.85",+,51.65,0.87,,,20180103,2018
54555,58359,藍籌30指數,"5,667.26",+,63.95,1.14,,,20180103,2018
54556,58360,工業菁英30指數,"5,966.04",+,75.81,1.29,,,20180103,2018
54557,58361,電子菁英30指數,"5,903.07",+,64.80,1.11,,,20180103,2018
54558,58362,低波動精選30指數,"5,658.66",+,64.71,1.16,,,20180103,2018
54559,58363,低貝塔100指數,"5,451.77",+,22.56,0.42,,,20180103,2018
54560,58364,中小型精選50指數,"5,611.38",+,9.89,0.18,,,20180103,2018
54561,58365,中小型A級動能50指數,"6,390.56",+,196.97,3.18,,,20180103,2018
54562,58366,特選高息低波指數,"5,104.71",+,30.24,0.60,,,20180103,2018
54563,58367,特選內需高收益指數,"5,211.37",+,23.89,0.46,,,20180103,2018
54564,58368,藍籌30反向一倍指數,"8,753.18",-,101.05,-1.14,,,20180103,2018
54565,58369,工業菁英30反向一倍指數,"9,754.16",-,127.18,-1.29,,,20180103,2018
54566,58370,金融類日報酬兩倍指數,"18,141.60",+,329.61,1.85,,,20180103,2018
54567,58371,金融類日報酬反向一倍指數,"7,110.24",-,66.40,-0.93,,,20180103,2018
54568,58374,寶島股價報酬指數,"14,399.25",+,127.63,0.89,,,20180103,2018
54569,58375,發行量加權股價報酬指數,"18,506.67",+,155.64,0.85,,,20180103,2018
54570,58376,臺灣公司治理100報酬指數,"6,871.10",+,67.84,1.00,,,20180103,2018
54571,58377,臺灣50報酬指數,"14,043.79",+,128.71,0.92,,,20180103,2018
54572,58378,臺灣中型100報酬指數,"12,670.94",+,123.01,0.98,,,20180103,2018
54573,58379,臺灣資訊科技報酬指數,"17,157.17",+,288.38,1.71,,,20180103,2018
54574,58380,臺灣發達報酬指數,"13,661.60",+,14.49,0.11,,,20180103,2018
54575,58381,臺灣高股息報酬指數,"11,705.16",+,79.90,0.69,,,20180103,2018
54576,58382,臺灣就業99報酬指數,"8,152.97",+,61.24,0.76,,,20180103,2018
54577,58383,臺灣高薪100報酬指數,"6,842.91",+,61.02,0.90,,,20180103,2018
54578,58384,臺灣低波動高股息報酬指數,"3,504.67",+,17.82,0.51,,,20180103,2018
54579,58385,未含金融電子股報酬指數,"21,564.59",+,86.91,0.40,,,20180103,2018
54580,58386,小型股300報酬指數,"7,061.38",+,33.47,0.48,,,20180103,2018
54581,58387,水泥類報酬指數,181.75,+,2.45,1.37,,,20180103,2018
54582,58388,食品類報酬指數,"2,107.00",+,11.19,0.53,,,20180103,2018
54583,58389,塑膠類報酬指數,403.99,+,2.29,0.57,,,20180103,2018
54584,58390,紡織纖維類報酬指數,664.36,-,1.09,-0.16,,,20180103,2018
54585,58391,電機機械類報酬指數,260.30,+,0.58,0.22,,,20180103,2018
54586,58392,電器電纜類報酬指數,63.63,-,0.72,-1.12,,,20180103,2018
54587,58393,化學生技醫療類報酬指數,136.66,+,0.35,0.26,,,20180103,2018
54588,58394,化學類報酬指數,152.98,+,0.89,0.59,,,20180103,2018
54589,58395,生技醫療類報酬指數,81.37,-,0.17,-0.21,,,20180103,2018
54590,58396,玻璃陶瓷類報酬指數,60.52,-,0.21,-0.35,,,20180103,2018
54591,58397,造紙類報酬指數,336.14,-,2.55,-0.75,,,20180103,2018
54592,58398,鋼鐵類報酬指數,144.49,+,0.78,0.54,,,20180103,2018
54593,58399,橡膠類報酬指數,396.78,+,0.75,0.19,,,20180103,2018
54594,58400,汽車類報酬指數,342.23,+,0.67,0.20,,,20180103,2018
54595,58401,電子類報酬指數,707.23,+,7.61,1.09,,,20180103,2018
54596,58402,半導體類報酬指數,251.76,+,4.83,1.96,,,20180103,2018
54597,58403,電腦及週邊設備類報酬指數,169.40,+,1.27,0.76,,,20180103,2018
54598,58404,光電類報酬指數,53.85,-,0.35,-0.65,,,20180103,2018
54599,58405,通信網路類報酬指數,221.86,+,1.66,0.75,,,20180103,2018
54600,58406,電子零組件類報酬指數,152.61,+,1.58,1.05,,,20180103,2018
54601,58407,電子通路類報酬指數,214.41,+,2.12,1.00,,,20180103,2018
54602,58408,資訊服務類報酬指數,158.61,-,0.13,-0.08,,,20180103,2018
54603,58409,其他電子類報酬指數,132.58,-,0.62,-0.47,,,20180103,2018
54604,58410,建材營造類報酬指數,406.65,+,0.39,0.10,,,20180103,2018
54605,58411,航運類報酬指數,88.08,-,0.32,-0.36,,,20180103,2018
54606,58412,觀光類報酬指數,157.78,-,3.48,-2.16,,,20180103,2018
54607,58413,金融保險類報酬指數,"1,699.83",+,15.58,0.93,,,20180103,2018
54608,58414,貿易百貨類報酬指數,306.22,-,1.42,-0.46,,,20180103,2018
54609,58415,油電燃氣類報酬指數,196.58,+,3.97,2.06,,,20180103,2018
54610,58416,其他類報酬指數,361.66,+,0.23,0.06,,,20180103,2018
54611,58419,臺灣生技報酬指數,"5,180.57",-,26.22,-0.50,,,20180103,2018
54612,58422,臺灣永續報酬指數,"5,447.96",+,49.84,0.92,,,20180103,2018
54613,58423,漲升股利150報酬指數,"6,518.03",+,52.73,0.82,,,20180103,2018
54614,58424,漲升股利100報酬指數,"6,455.89",+,55.55,0.87,,,20180103,2018
54615,58425,藍籌 30 報酬指數,"5,902.56",+,66.61,1.14,,,20180103,2018
54616,58426,工業菁英 30 報酬指數,"6,220.72",+,79.05,1.29,,,20180103,2018
54617,58427,電子菁英 30 報酬指數,"6,133.45",+,67.34,1.11,,,20180103,2018
54618,58428,低波動精選 30 報酬指數,"5,923.70",+,67.74,1.16,,,20180103,2018
54619,58429,低貝塔 100 報酬指數,"5,698.70",+,23.57,0.42,,,20180103,2018
54620,58430,中小型精選50報酬指數,"5,887.92",+,10.36,0.18,,,20180103,2018
54621,58431,中小型A級動能50報酬指數,"6,592.24",+,203.19,3.18,,,20180103,2018
54622,58432,特選高息低波報酬指數,"5,332.84",+,31.60,0.60,,,20180103,2018
54623,58433,特選內需高收益報酬指數,"5,211.37",+,23.89,0.46,,,20180103,2018
54624,58434,特股高息20報酬指數,--,,--,--,,,20180103,2018
54625,58435,台灣500報酬指數,--,,--,--,,,20180103,2018
54626,58436,寶島股價指數,"12,511.23",+,57.67,0.46,,,20180104,2018
54627,58437,發行量加權股價指數,"10,848.63",+,47.06,0.44,,,20180104,2018
54628,58438,臺灣公司治理100指數,"6,112.35",+,24.59,0.40,,,20180104,2018
54629,58439,臺灣50指數,"8,131.55",+,24.27,0.30,,,20180104,2018
54630,58440,臺灣中型100指數,"7,966.54",+,73.42,0.93,,,20180104,2018
54631,58441,臺灣資訊科技指數,"10,541.07",+,97.88,0.94,,,20180104,2018
54632,58442,臺灣發達指數,"8,749.33",-,8.74,-0.10,,,20180104,2018
54633,58443,臺灣高股息指數,"5,966.06",+,27.76,0.47,,,20180104,2018
54634,58444,臺灣就業99指數,"6,422.33",+,25.94,0.41,,,20180104,2018
54635,58445,臺灣高薪100指數,"5,989.14",+,18.12,0.30,,,20180104,2018
54636,58446,臺灣低波動高股息指數,"1,550.63",+,2.53,0.16,,,20180104,2018
54637,58447,未含金融保險股指數,"9,213.46",+,42.50,0.46,,,20180104,2018
54638,58448,未含電子股指數,"14,654.95",+,36.42,0.25,,,20180104,2018
54639,58449,未含金融電子股指數,"12,551.48",+,31.26,0.25,,,20180104,2018
54640,58450,小型股300指數,"6,525.40",+,36.59,0.56,,,20180104,2018
54641,58451,水泥窯製類指數,489.52,-,0.57,-0.12,,,20180104,2018
54642,58452,塑膠化工類指數,918.77,+,0.77,0.08,,,20180104,2018
54643,58453,機電類指數,"2,551.74",+,14.86,0.59,,,20180104,2018
54644,58454,水泥類指數,119.92, ,--,--,,,20180104,2018
54645,58455,食品類指數,"1,659.02",+,0.17,0.01,,,20180104,2018
54646,58456,塑膠類指數,286.90,+,0.46,0.16,,,20180104,2018
54647,58457,紡織纖維類指數,491.83,+,0.96,0.20,,,20180104,2018
54648,58458,電機機械類指數,197.93,+,1.57,0.80,,,20180104,2018
54649,58459,電器電纜類指數,51.72,-,0.37,-0.71,,,20180104,2018
54650,58460,化學生技醫療類指數,101.67,-,0.03,-0.03,,,20180104,2018
54651,58461,化學類指數,109.36,-,0.18,-0.16,,,20180104,2018
54652,58462,生技醫療類指數,64.95,+,0.11,0.17,,,20180104,2018
54653,58463,玻璃陶瓷類指數,55.51,-,0.31,-0.56,,,20180104,2018
54654,58464,造紙類指數,259.99,-,3.04,-1.16,,,20180104,2018
54655,58465,鋼鐵類指數,104.77,-,0.39,-0.37,,,20180104,2018
54656,58466,橡膠類指數,291.20,-,0.68,-0.23,,,20180104,2018
54657,58467,汽車類指數,254.59,-,2.98,-1.16,,,20180104,2018
54658,58468,電子類指數,452.85,+,2.64,0.59,,,20180104,2018
54659,58469,半導體類指數,169.76,+,1.73,1.03,,,20180104,2018
54660,58470,電腦及週邊設備類指數,100.95,-,0.04,-0.04,,,20180104,2018
54661,58471,光電類指數,42.79,+,0.34,0.80,,,20180104,2018
54662,58472,通信網路類指數,128.19,+,0.84,0.66,,,20180104,2018
54663,58473,電子零組件類指數,99.04,+,0.93,0.95,,,20180104,2018
54664,58474,電子通路類指數,122.25,+,0.37,0.30,,,20180104,2018
54665,58475,資訊服務類指數,88.88,+,0.46,0.52,,,20180104,2018
54666,58476,其他電子類指數,100.14,-,1.00,-0.99,,,20180104,2018
54667,58477,建材營造類指數,261.69,-,0.21,-0.08,,,20180104,2018
54668,58478,航運類指數,69.76,+,0.29,0.42,,,20180104,2018
54669,58479,觀光類指數,133.77,+,1.74,1.32,,,20180104,2018
54670,58480,金融保險類指數,"1,210.51",+,2.99,0.25,,,20180104,2018
54671,58481,貿易百貨類指數,238.08,+,0.95,0.40,,,20180104,2018
54672,58482,油電燃氣類指數,150.14,+,1.81,1.22,,,20180104,2018
54673,58483,其他類指數,255.47,+,1.50,0.59,,,20180104,2018
54674,58484,臺指日報酬兩倍指數,"17,051.93",+,147.30,0.87,,,20180104,2018
54675,58485,臺指日報酬反向一倍指數,"7,296.15",-,31.93,-0.44,,,20180104,2018
54676,58486,電子類兩倍槓桿指數,"13,874.24",+,160.83,1.17,,,20180104,2018
54677,58487,電子類反向指數,"7,794.57",-,45.98,-0.59,,,20180104,2018
54678,58488,價格指數(跨市場),,,,,,,20180104,2018
54679,58490,臺灣生技指數,"5,116.53",+,2.35,0.05,,,20180104,2018
54680,58491,價格指數(臺灣指數公司),,,,,,,20180104,2018
54681,58493,臺灣永續指數,"5,254.13",+,13.95,0.27,,,20180104,2018
54682,58494,漲升股利150指數,"6,069.79",+,18.50,0.31,,,20180104,2018
54683,58495,漲升股利100指數,"6,025.98",+,23.13,0.39,,,20180104,2018
54684,58496,藍籌30指數,"5,694.58",+,27.32,0.48,,,20180104,2018
54685,58497,工業菁英30指數,"5,995.81",+,29.77,0.50,,,20180104,2018
54686,58498,電子菁英30指數,"5,928.52",+,25.45,0.43,,,20180104,2018
54687,58499,低波動精選30指數,"5,675.92",+,17.26,0.31,,,20180104,2018
54688,58500,低貝塔100指數,"5,459.59",+,7.82,0.14,,,20180104,2018
54689,58501,中小型精選50指數,"5,654.79",+,43.41,0.77,,,20180104,2018
54690,58502,中小型A級動能50指數,"6,540.78",+,150.22,2.35,,,20180104,2018
54691,58503,特選高息低波指數,"5,117.33",+,12.62,0.25,,,20180104,2018
54692,58504,特選內需高收益指數,"5,205.67",-,5.70,-0.11,,,20180104,2018
54693,58505,藍籌30反向一倍指數,"8,710.98",-,42.20,-0.48,,,20180104,2018
54694,58506,工業菁英30反向一倍指數,"9,705.49",-,48.67,-0.50,,,20180104,2018
54695,58507,金融類日報酬兩倍指數,"18,231.44",+,89.84,0.50,,,20180104,2018
54696,58508,金融類日報酬反向一倍指數,"7,092.63",-,17.61,-0.25,,,20180104,2018
54697,58511,寶島股價報酬指數,"14,465.92",+,66.67,0.46,,,20180104,2018
54698,58512,發行量加權股價報酬指數,"18,587.30",+,80.63,0.44,,,20180104,2018
54699,58513,臺灣公司治理100報酬指數,"6,898.85",+,27.75,0.40,,,20180104,2018
54700,58514,臺灣50報酬指數,"14,085.83",+,42.04,0.30,,,20180104,2018
54701,58515,臺灣中型100報酬指數,"12,788.82",+,117.88,0.93,,,20180104,2018
54702,58516,臺灣資訊科技報酬指數,"17,317.98",+,160.81,0.94,,,20180104,2018
54703,58517,臺灣發達報酬指數,"13,647.97",-,13.63,-0.10,,,20180104,2018
54704,58518,臺灣高股息報酬指數,"11,759.88",+,54.72,0.47,,,20180104,2018
54705,58519,臺灣就業99報酬指數,"8,186.03",+,33.06,0.41,,,20180104,2018
