,Unnamed: 0,指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記,Unnamed: 6,日期,年
24664,26494,寶島股價報酬指數,"11,866.14",+,23.31,0.20,,,20170103,2017
24665,26495,發行量加權股價報酬指數,"15,288.17",+,31.95,0.21,,,20170103,2017
24666,26496,臺灣公司治理100報酬指數,"5,699.21",+,12.05,0.21,,,20170103,2017
24667,26497,臺灣50報酬指數,"11,678.55",+,43.44,0.37,,,20170103,2017
24668,26498,臺灣中型100報酬指數,"9,759.88",+,1.99,0.02,,,20170103,2017
24669,26499,臺灣資訊科技報酬指數,"13,230.84",+,91.68,0.70,,,20170103,2017
24670,26500,臺灣發達報酬指數,"11,798.18",+,8.08,0.07,,,20170103,2017
24671,26501,臺灣高股息報酬指數,"10,189.69",+,28.41,0.28,,,20170103,2017
24672,26502,臺灣就業99報酬指數,"6,856.27",+,8.37,0.12,,,20170103,2017
24673,26503,臺灣高薪100報酬指數,"5,717.45",+,11.28,0.20,,,20170103,2017
24674,26504,臺灣低波動高股息報酬指數,"2,907.11",+,4.09,0.14,,,20170103,2017
24675,26505,未含金融電子股報酬指數,"18,694.53",-,17.20,-0.09,,,20170103,2017
24676,26506,小型股300報酬指數,"5,742.49",+,13.71,0.24,,,20170103,2017
24677,26507,水泥類報酬指數,163.43,+,0.21,0.13,,,20170103,2017
24678,26508,食品類報酬指數,"1,667.58",-,1.31,-0.08,,,20170103,2017
24679,26509,塑膠類報酬指數,349.39,+,2.17,0.62,,,20170103,2017
24680,26510,紡織纖維類報酬指數,625.61,+,2.67,0.43,,,20170103,2017
24681,26511,電機機械類報酬指數,198.74,+,0.05,0.03,,,20170103,2017
24682,26512,電器電纜類報酬指數,44.99,-,0.34,-0.75,,,20170103,2017
24683,26513,化學生技醫療類報酬指數,128.41,-,0.09,-0.07,,,20170103,2017
24684,26514,化學類報酬指數,132.44,+,1.19,0.91,,,20170103,2017
24685,26515,生技醫療類報酬指數,85.70,-,1.12,-1.29,,,20170103,2017
24686,26516,玻璃陶瓷類報酬指數,39.02,-,0.16,-0.41,,,20170103,2017
24687,26517,造紙類報酬指數,208.72,+,3.29,1.60,,,20170103,2017
24688,26518,鋼鐵類報酬指數,129.06,-,0.77,-0.59,,,20170103,2017
24689,26519,橡膠類報酬指數,410.19,+,3.28,0.81,,,20170103,2017
24690,26520,汽車類報酬指數,317.35,-,1.41,-0.44,,,20170103,2017
24691,26521,電子類報酬指數,562.70,+,2.52,0.45,,,20170103,2017
24692,26522,半導體類報酬指數,186.92,+,1.15,0.62,,,20170103,2017
24693,26523,電腦及週邊設備類報酬指數,153.06,+,0.54,0.35,,,20170103,2017
24694,26524,光電類報酬指數,44.54,+,0.29,0.66,,,20170103,2017
24695,26525,通信網路類報酬指數,197.80,+,1.05,0.53,,,20170103,2017
24696,26526,電子零組件類報酬指數,117.14,-,0.22,-0.19,,,20170103,2017
24697,26527,電子通路類報酬指數,180.58,-,0.09,-0.05,,,20170103,2017
24698,26528,資訊服務類報酬指數,145.02,-,0.21,-0.14,,,20170103,2017
24699,26529,其他電子類報酬指數,109.86,+,0.25,0.23,,,20170103,2017
24700,26530,建材營造類報酬指數,349.43,-,1.12,-0.32,,,20170103,2017
24701,26531,航運類報酬指數,72.08,+,0.82,1.15,,,20170103,2017
24702,26532,觀光類報酬指數,122.98,-,0.35,-0.28,,,20170103,2017
24703,26533,金融保險類報酬指數,"1,453.49",+,0.24,0.02,,,20170103,2017
24704,26534,貿易百貨類報酬指數,261.35,+,1.17,0.45,,,20170103,2017
24705,26535,油電燃氣類報酬指數,173.90,-,3.76,-2.12,,,20170103,2017
24706,26536,其他類報酬指數,324.49,-,0.33,-0.10,,,20170103,2017
24707,26541,漲升股利150報酬指數,"5,449.92",+,7.22,0.13,,,20170103,2017
24708,26542,漲升股利100報酬指數,"5,395.40",+,5.29,0.10,,,20170103,2017
24709,26543,特股高息20報酬指數,--,,--,--,,,20170103,2017
24710,26544,台灣500報酬指數,--,,--,--,,,20170103,2017
24711,26545,寶島股價指數,"10,674.68",+,18.51,0.17,,,20170104,2017
24712,26546,發行量加權股價指數,"9,286.96",+,14.08,0.15,,,20170104,2017
24713,26547,臺灣公司治理100指數,"5,262.82",+,5.44,0.10,,,20170104,2017
24714,26548,臺灣50指數,"7,008.49",+,3.89,0.06,,,20170104,2017
24715,26549,臺灣中型100指數,"6,323.94",+,30.93,0.49,,,20170104,2017
24716,26550,臺灣資訊科技指數,"8,346.36",+,0.97,0.01,,,20170104,2017
24717,26551,臺灣發達指數,"7,870.79",+,19.08,0.24,,,20170104,2017
24718,26552,臺灣高股息指數,"5,465.25",+,26.33,0.48,,,20170104,2017
24719,26553,臺灣就業99指數,"5,591.33",+,10.37,0.19,,,20170104,2017
24720,26554,臺灣高薪100指數,"5,207.79",+,5.45,0.10,,,20170104,2017
24721,26555,臺灣低波動高股息指數,"1,350.25",+,1.94,0.14,,,20170104,2017
24722,26556,未含金融保險股指數,"7,841.01",+,13.45,0.17,,,20170104,2017
24723,26557,未含電子股指數,"13,173.37",+,14.38,0.11,,,20170104,2017
24724,26558,未含金融電子股指數,"11,329.29",+,16.27,0.14,,,20170104,2017
24725,26559,小型股300指數,"5,505.15",+,6.92,0.13,,,20170104,2017
24726,26560,水泥窯製類指數,427.05,-,0.55,-0.13,,,20170104,2017
24727,26561,塑膠化工類指數,868.48,+,3.04,0.35,,,20170104,2017
24728,26562,機電類指數,"2,091.50",+,4.04,0.19,,,20170104,2017
24729,26563,水泥類指數,111.82,-,0.10,-0.09,,,20170104,2017
24730,26564,食品類指數,"1,356.64",-,3.07,-0.23,,,20170104,2017
24731,26565,塑膠類指數,262.36,+,0.76,0.29,,,20170104,2017
24732,26566,紡織纖維類指數,474.75,-,2.79,-0.58,,,20170104,2017
24733,26567,電機機械類指數,154.82,+,0.32,0.21,,,20170104,2017
24734,26568,電器電纜類指數,38.79,+,0.35,0.91,,,20170104,2017
24735,26569,化學生技醫療類指數,99.61,+,0.56,0.57,,,20170104,2017
24736,26570,化學類指數,99.29,+,0.44,0.45,,,20170104,2017
24737,26571,生技醫療類指數,70.70,+,0.52,0.74,,,20170104,2017
24738,26572,玻璃陶瓷類指數,36.00,-,0.12,-0.33,,,20170104,2017
24739,26573,造紙類指數,169.35,+,1.38,0.82,,,20170104,2017
24740,26574,鋼鐵類指數,98.38,+,0.90,0.92,,,20170104,2017
24741,26575,橡膠類指數,316.67,+,1.22,0.39,,,20170104,2017
24742,26576,汽車類指數,250.54,+,0.99,0.40,,,20170104,2017
24743,26577,電子類指數,372.00,+,0.70,0.19,,,20170104,2017
24744,26578,半導體類指數,128.99,-,0.01,-0.01,,,20170104,2017
24745,26579,電腦及週邊設備類指數,96.19,+,0.29,0.30,,,20170104,2017
24746,26580,光電類指數,35.76,+,0.02,0.06,,,20170104,2017
24747,26581,通信網路類指數,119.97,+,1.50,1.27,,,20170104,2017
24748,26582,電子零組件類指數,78.13,+,0.14,0.18,,,20170104,2017
24749,26583,電子通路類指數,108.14,+,0.01,0.01,,,20170104,2017
24750,26584,資訊服務類指數,85.17,-,0.15,-0.18,,,20170104,2017
24751,26585,其他電子類指數,87.00,-,0.06,-0.07,,,20170104,2017
24752,26586,建材營造類指數,239.33, ,--,--,,,20170104,2017
24753,26587,航運類指數,57.93,-,0.03,-0.05,,,20170104,2017
24754,26588,觀光類指數,105.72, ,--,--,,,20170104,2017
24755,26589,金融保險類指數,"1,077.20",+,0.25,0.02,,,20170104,2017
24756,26590,貿易百貨類指數,206.14,-,2.40,-1.15,,,20170104,2017
24757,26591,油電燃氣類指數,138.24,-,0.01,-0.01,,,20170104,2017
24758,26592,其他類指數,236.81,+,0.92,0.39,,,20170104,2017
24759,26593,臺指日報酬兩倍指數,"12,585.30",+,38.10,0.30,,,20170104,2017
24760,26594,臺指日報酬反向一倍指數,"8,583.82",-,13.05,-0.15,,,20170104,2017
24761,26595,電子類兩倍槓桿指數,"9,467.41",+,35.56,0.38,,,20170104,2017
24762,26596,電子類反向指數,"9,595.13",-,18.12,-0.19,,,20170104,2017
24763,26597,價格指數(跨市場),,,,,,,20170104,2017
24764,26599,價格指數(臺灣指數公司),,,,,,,20170104,2017
24765,26601,漲升股利150指數,"5,285.65",+,10.09,0.19,,,20170104,2017
24766,26602,漲升股利100指數,"5,240.21",+,9.34,0.18,,,20170104,2017
24767,26603,金融類日報酬反向一倍指數,"8,027.56",-,1.86,-0.02,,,20170104,2017
24768,26606,寶島股價報酬指數,"11,886.76",+,20.62,0.17,,,20170104,2017
24769,26607,發行量加權股價報酬指數,"15,311.39",+,23.22,0.15,,,20170104,2017
24770,26608,臺灣公司治理100報酬指數,"5,705.11",+,5.90,0.10,,,20170104,2017
24771,26609,臺灣50報酬指數,"11,685.04",+,6.49,0.06,,,20170104,2017
24772,26610,臺灣中型100報酬指數,"9,807.85",+,47.97,0.49,,,20170104,2017
24773,26611,臺灣資訊科技報酬指數,"13,232.38",+,1.54,0.01,,,20170104,2017
24774,26612,臺灣發達報酬指數,"11,826.86",+,28.68,0.24,,,20170104,2017
24775,26613,臺灣高股息報酬指數,"10,239.01",+,49.32,0.48,,,20170104,2017
24776,26614,臺灣就業99報酬指數,"6,869.00",+,12.73,0.19,,,20170104,2017
24777,26615,臺灣高薪100報酬指數,"5,723.44",+,5.99,0.10,,,20170104,2017
24778,26616,臺灣低波動高股息報酬指數,"2,911.28",+,4.17,0.14,,,20170104,2017
24779,26617,未含金融電子股報酬指數,"18,721.41",+,26.88,0.14,,,20170104,2017
24780,26618,小型股300報酬指數,"5,749.71",+,7.22,0.13,,,20170104,2017
24781,26619,水泥類報酬指數,163.28,-,0.15,-0.09,,,20170104,2017
24782,26620,食品類報酬指數,"1,663.81",-,3.77,-0.23,,,20170104,2017
24783,26621,塑膠類報酬指數,350.40,+,1.01,0.29,,,20170104,2017
24784,26622,紡織纖維類報酬指數,621.95,-,3.66,-0.59,,,20170104,2017
24785,26623,電機機械類報酬指數,199.15,+,0.41,0.21,,,20170104,2017
24786,26624,電器電纜類報酬指數,45.41,+,0.42,0.93,,,20170104,2017
24787,26625,化學生技醫療類報酬指數,129.14,+,0.73,0.57,,,20170104,2017
24788,26626,化學類報酬指數,133.02,+,0.58,0.44,,,20170104,2017
24789,26627,生技醫療類報酬指數,86.33,+,0.63,0.74,,,20170104,2017
24790,26628,玻璃陶瓷類報酬指數,38.89,-,0.13,-0.33,,,20170104,2017
24791,26629,造紙類報酬指數,210.43,+,1.71,0.82,,,20170104,2017
24792,26630,鋼鐵類報酬指數,130.26,+,1.20,0.93,,,20170104,2017
24793,26631,橡膠類報酬指數,411.78,+,1.59,0.39,,,20170104,2017
24794,26632,汽車類報酬指數,318.59,+,1.24,0.39,,,20170104,2017
24795,26633,電子類報酬指數,563.77,+,1.07,0.19,,,20170104,2017
24796,26634,半導體類報酬指數,186.91,-,0.01,-0.01,,,20170104,2017
24797,26635,電腦及週邊設備類報酬指數,153.53,+,0.47,0.31,,,20170104,2017
24798,26636,光電類報酬指數,44.56,+,0.02,0.04,,,20170104,2017
24799,26637,通信網路類報酬指數,200.32,+,2.52,1.27,,,20170104,2017
24800,26638,電子零組件類報酬指數,117.35,+,0.21,0.18,,,20170104,2017
24801,26639,電子通路類報酬指數,180.60,+,0.02,0.01,,,20170104,2017
24802,26640,資訊服務類報酬指數,144.77,-,0.25,-0.17,,,20170104,2017
24803,26641,其他電子類報酬指數,109.77,-,0.09,-0.08,,,20170104,2017
24804,26642,建材營造類報酬指數,349.44,+,0.01,--,,,20170104,2017
24805,26643,航運類報酬指數,72.04,-,0.04,-0.06,,,20170104,2017
24806,26644,觀光類報酬指數,122.98, ,--,--,,,20170104,2017
24807,26645,金融保險類報酬指數,"1,453.83",+,0.34,0.02,,,20170104,2017
24808,26646,貿易百貨類報酬指數,258.34,-,3.01,-1.15,,,20170104,2017
24809,26647,油電燃氣類報酬指數,173.88,-,0.02,-0.01,,,20170104,2017
24810,26648,其他類報酬指數,325.75,+,1.26,0.39,,,20170104,2017
24811,26653,漲升股利150報酬指數,"5,460.34",+,10.42,0.19,,,20170104,2017
24812,26654,漲升股利100報酬指數,"5,405.03",+,9.63,0.18,,,20170104,2017
24813,26655,特股高息20報酬指數,--,,--,--,,,20170104,2017
24814,26656,台灣500報酬指數,--,,--,--,,,20170104,2017
24815,26657,寶島股價指數,"10,754.75",+,80.07,0.75,,,20170105,2017
24816,26658,發行量加權股價指數,"9,358.14",+,71.18,0.77,,,20170105,2017
24817,26659,臺灣公司治理100指數,"5,297.00",+,34.18,0.65,,,20170105,2017
24818,26660,臺灣50指數,"7,058.17",+,49.68,0.71,,,20170105,2017
24819,26661,臺灣中型100指數,"6,375.99",+,52.05,0.82,,,20170105,2017
24820,26662,臺灣資訊科技指數,"8,387.80",+,41.44,0.50,,,20170105,2017
24821,26663,臺灣發達指數,"7,944.10",+,73.31,0.93,,,20170105,2017
24822,26664,臺灣高股息指數,"5,486.47",+,21.22,0.39,,,20170105,2017
24823,26665,臺灣就業99指數,"5,629.77",+,38.44,0.69,,,20170105,2017
24824,26666,臺灣高薪100指數,"5,246.16",+,38.37,0.74,,,20170105,2017
24825,26667,臺灣低波動高股息指數,"1,359.14",+,8.89,0.66,,,20170105,2017
24826,26668,未含金融保險股指數,"7,901.10",+,60.09,0.77,,,20170105,2017
24827,26669,未含電子股指數,"13,280.24",+,106.87,0.81,,,20170105,2017
24828,26670,未含金融電子股指數,"11,423.20",+,93.91,0.83,,,20170105,2017
24829,26671,小型股300指數,"5,542.74",+,37.59,0.68,,,20170105,2017
24830,26672,水泥窯製類指數,428.31,+,1.26,0.30,,,20170105,2017
24831,26673,塑膠化工類指數,876.18,+,7.70,0.89,,,20170105,2017
24832,26674,機電類指數,"2,106.64",+,15.14,0.72,,,20170105,2017
24833,26675,水泥類指數,112.07,+,0.25,0.22,,,20170105,2017
24834,26676,食品類指數,"1,374.58",+,17.94,1.32,,,20170105,2017
24835,26677,塑膠類指數,264.92,+,2.56,0.98,,,20170105,2017
24836,26678,紡織纖維類指數,475.72,+,0.97,0.20,,,20170105,2017
24837,26679,電機機械類指數,155.78,+,0.96,0.62,,,20170105,2017
24838,26680,電器電纜類指數,39.10,+,0.31,0.80,,,20170105,2017
24839,26681,化學生技醫療類指數,100.56,+,0.95,0.95,,,20170105,2017
24840,26682,化學類指數,100.02,+,0.73,0.74,,,20170105,2017
24841,26683,生技醫療類指數,71.57,+,0.87,1.23,,,20170105,2017
24842,26684,玻璃陶瓷類指數,36.25,+,0.25,0.69,,,20170105,2017
24843,26685,造紙類指數,181.11,+,11.76,6.94,,,20170105,2017
24844,26686,鋼鐵類指數,98.93,+,0.55,0.56,,,20170105,2017
24845,26687,橡膠類指數,317.62,+,0.95,0.30,,,20170105,2017
24846,26688,汽車類指數,250.35,-,0.19,-0.08,,,20170105,2017
24847,26689,電子類指數,374.71,+,2.71,0.73,,,20170105,2017
24848,26690,半導體類指數,129.58,+,0.59,0.46,,,20170105,2017
24849,26691,電腦及週邊設備類指數,96.48,+,0.29,0.30,,,20170105,2017
24850,26692,光電類指數,37.26,+,1.50,4.19,,,20170105,2017
24851,26693,通信網路類指數,120.93,+,0.96,0.80,,,20170105,2017
24852,26694,電子零組件類指數,78.85,+,0.72,0.92,,,20170105,2017
24853,26695,電子通路類指數,108.46,+,0.32,0.30,,,20170105,2017
24854,26696,資訊服務類指數,85.42,+,0.25,0.29,,,20170105,2017
24855,26697,其他電子類指數,86.84,-,0.16,-0.18,,,20170105,2017
24856,26698,建材營造類指數,239.39,+,0.06,0.03,,,20170105,2017
24857,26699,航運類指數,58.29,+,0.36,0.62,,,20170105,2017
24858,26700,觀光類指數,107.36,+,1.64,1.55,,,20170105,2017
24859,26701,金融保險類指數,"1,085.46",+,8.26,0.77,,,20170105,2017
24860,26702,貿易百貨類指數,207.68,+,1.54,0.75,,,20170105,2017
24861,26703,油電燃氣類指數,140.05,+,1.81,1.31,,,20170105,2017
24862,26704,其他類指數,238.83,+,2.02,0.85,,,20170105,2017
24863,26705,臺指日報酬兩倍指數,"12,778.22",+,192.92,1.53,,,20170105,2017
24864,26706,臺指日報酬反向一倍指數,"8,518.03",-,65.79,-0.77,,,20170105,2017
24865,26707,電子類兩倍槓桿指數,"9,605.35",+,137.94,1.46,,,20170105,2017
24866,26708,電子類反向指數,"9,525.23",-,69.90,-0.73,,,20170105,2017
24867,26709,價格指數(跨市場),,,,,,,20170105,2017
24868,26711,價格指數(臺灣指數公司),,,,,,,20170105,2017
24869,26713,漲升股利150指數,"5,320.25",+,34.60,0.65,,,20170105,2017
24870,26714,漲升股利100指數,"5,276.95",+,36.74,0.70,,,20170105,2017
24871,26715,金融類日報酬反向一倍指數,"7,966.00",-,61.56,-0.77,,,20170105,2017
24872,26718,寶島股價報酬指數,"11,975.92",+,89.16,0.75,,,20170105,2017
24873,26719,發行量加權股價報酬指數,"15,428.73",+,117.34,0.77,,,20170105,2017
24874,26720,臺灣公司治理100報酬指數,"5,742.15",+,37.04,0.65,,,20170105,2017
24875,26721,臺灣50報酬指數,"11,767.86",+,82.82,0.71,,,20170105,2017
24876,26722,臺灣中型100報酬指數,"9,888.58",+,80.73,0.82,,,20170105,2017
24877,26723,臺灣資訊科技報酬指數,"13,298.07",+,65.69,0.50,,,20170105,2017
24878,26724,臺灣發達報酬指數,"11,937.02",+,110.16,0.93,,,20170105,2017
24879,26725,臺灣高股息報酬指數,"10,278.77",+,39.76,0.39,,,20170105,2017
24880,26726,臺灣就業99報酬指數,"6,916.23",+,47.23,0.69,,,20170105,2017
24881,26727,臺灣高薪100報酬指數,"5,765.61",+,42.17,0.74,,,20170105,2017
24882,26728,臺灣低波動高股息報酬指數,"2,930.45",+,19.17,0.66,,,20170105,2017
24883,26729,未含金融電子股報酬指數,"18,876.59",+,155.18,0.83,,,20170105,2017
24884,26730,小型股300報酬指數,"5,788.97",+,39.26,0.68,,,20170105,2017
24885,26731,水泥類報酬指數,163.64,+,0.36,0.22,,,20170105,2017
24886,26732,食品類報酬指數,"1,685.82",+,22.01,1.32,,,20170105,2017
24887,26733,塑膠類報酬指數,353.82,+,3.42,0.98,,,20170105,2017
24888,26734,紡織纖維類報酬指數,623.22,+,1.27,0.20,,,20170105,2017
24889,26735,電機機械類報酬指數,200.38,+,1.23,0.62,,,20170105,2017
24890,26736,電器電纜類報酬指數,45.77,+,0.36,0.79,,,20170105,2017
24891,26737,化學生技醫療類報酬指數,130.37,+,1.23,0.95,,,20170105,2017
24892,26738,化學類報酬指數,134.00,+,0.98,0.74,,,20170105,2017
24893,26739,生技醫療類報酬指數,87.39,+,1.06,1.23,,,20170105,2017
24894,26740,玻璃陶瓷類報酬指數,39.16,+,0.27,0.69,,,20170105,2017
24895,26741,造紙類報酬指數,225.05,+,14.62,6.95,,,20170105,2017
24896,26742,鋼鐵類報酬指數,130.98,+,0.72,0.55,,,20170105,2017
24897,26743,橡膠類報酬指數,413.01,+,1.23,0.30,,,20170105,2017
24898,26744,汽車類報酬指數,318.36,-,0.23,-0.07,,,20170105,2017
24899,26745,電子類報酬指數,567.87,+,4.10,0.73,,,20170105,2017
24900,26746,半導體類報酬指數,187.77,+,0.86,0.46,,,20170105,2017
24901,26747,電腦及週邊設備類報酬指數,153.99,+,0.46,0.30,,,20170105,2017
24902,26748,光電類報酬指數,46.43,+,1.87,4.20,,,20170105,2017
24903,26749,通信網路類報酬指數,201.91,+,1.59,0.79,,,20170105,2017
24904,26750,電子零組件類報酬指數,118.43,+,1.08,0.92,,,20170105,2017
24905,26751,電子通路類報酬指數,181.14,+,0.54,0.30,,,20170105,2017
24906,26752,資訊服務類報酬指數,145.18,+,0.41,0.28,,,20170105,2017
24907,26753,其他電子類報酬指數,109.58,-,0.19,-0.17,,,20170105,2017
24908,26754,建材營造類報酬指數,349.53,+,0.09,0.03,,,20170105,2017
24909,26755,航運類報酬指數,72.49,+,0.45,0.62,,,20170105,2017
24910,26756,觀光類報酬指數,124.88,+,1.90,1.54,,,20170105,2017
24911,26757,金融保險類報酬指數,"1,464.98",+,11.15,0.77,,,20170105,2017
24912,26758,貿易百貨類報酬指數,260.27,+,1.93,0.75,,,20170105,2017
24913,26759,油電燃氣類報酬指數,176.16,+,2.28,1.31,,,20170105,2017
24914,26760,其他類報酬指數,328.54,+,2.79,0.86,,,20170105,2017
24915,26765,漲升股利150報酬指數,"5,496.09",+,35.75,0.65,,,20170105,2017
24916,26766,漲升股利100報酬指數,"5,442.94",+,37.91,0.70,,,20170105,2017
24917,26767,特股高息20報酬指數,--,,--,--,,,20170105,2017
24918,26768,台灣500報酬指數,--,,--,--,,,20170105,2017
24919,26769,寶島股價指數,"10,770.31",+,15.56,0.14,,,20170106,2017
24920,26770,發行量加權股價指數,"9,372.22",+,14.08,0.15,,,20170106,2017
24921,26771,臺灣公司治理100指數,"5,299.31",+,2.31,0.04,,,20170106,2017
24922,26772,臺灣50指數,"7,074.97",+,16.80,0.24,,,20170106,2017
24923,26773,臺灣中型100指數,"6,393.43",+,17.44,0.27,,,20170106,2017
24924,26774,臺灣資訊科技指數,"8,427.57",+,39.77,0.47,,,20170106,2017
24925,26775,臺灣發達指數,"7,949.25",+,5.15,0.06,,,20170106,2017
24926,26776,臺灣高股息指數,"5,499.94",+,13.47,0.25,,,20170106,2017
24927,26777,臺灣就業99指數,"5,643.92",+,14.15,0.25,,,20170106,2017
24928,26778,臺灣高薪100指數,"5,253.77",+,7.61,0.15,,,20170106,2017
24929,26779,臺灣低波動高股息指數,"1,362.09",+,2.95,0.22,,,20170106,2017
24930,26780,未含金融保險股指數,"7,912.77",+,11.67,0.15,,,20170106,2017
24931,26781,未含電子股指數,"13,276.06",-,4.18,-0.03,,,20170106,2017
24932,26782,未含金融電子股指數,"11,410.49",-,12.71,-0.11,,,20170106,2017
24933,26783,小型股300指數,"5,559.27",+,16.53,0.30,,,20170106,2017
24934,26784,水泥窯製類指數,427.53,-,0.78,-0.18,,,20170106,2017
24935,26785,塑膠化工類指數,876.87,+,0.69,0.08,,,20170106,2017
24936,26786,機電類指數,"2,113.44",+,6.80,0.32,,,20170106,2017
24937,26787,水泥類指數,112.00,-,0.07,-0.06,,,20170106,2017
24938,26788,食品類指數,"1,375.03",+,0.45,0.03,,,20170106,2017
24939,26789,塑膠類指數,264.89,-,0.03,-0.01,,,20170106,2017
24940,26790,紡織纖維類指數,476.27,+,0.55,0.12,,,20170106,2017
24941,26791,電機機械類指數,156.99,+,1.21,0.78,,,20170106,2017
24942,26792,電器電纜類指數,38.95,-,0.15,-0.38,,,20170106,2017
24943,26793,化學生技醫療類指數,100.39,-,0.17,-0.17,,,20170106,2017
24944,26794,化學類指數,99.89,-,0.13,-0.13,,,20170106,2017
24945,26795,生技醫療類指數,71.42,-,0.15,-0.21,,,20170106,2017
24946,26796,玻璃陶瓷類指數,35.95,-,0.30,-0.83,,,20170106,2017
24947,26797,造紙類指數,189.17,+,8.06,4.45,,,20170106,2017
24948,26798,鋼鐵類指數,98.52,-,0.41,-0.41,,,20170106,2017
